"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","M1","TOT","IDX2015","M","2012-02",55.43036,
"NOR","M1","TOT","IDX2015","M","2012-03",55.60585,
"NOR","M1","TOT","IDX2015","M","2012-04",55.54291,
"NOR","M1","TOT","IDX2015","M","2012-05",55.2592,
"NOR","M1","TOT","IDX2015","M","2012-06",55.4712,
"NOR","M1","TOT","IDX2015","M","2012-07",55.6978,
"NOR","M1","TOT","IDX2015","M","2012-08",55.68339,
"NOR","M1","TOT","IDX2015","M","2012-09",56.08132,
"NOR","M1","TOT","IDX2015","M","2012-10",56.359,
"NOR","M1","TOT","IDX2015","M","2012-11",56.74333,
"NOR","M1","TOT","IDX2015","M","2012-12",55.83355,
"NOR","M1","TOT","IDX2015","M","2013-01",54.52153,
"NOR","M1","TOT","IDX2015","M","2013-02",54.75626,
"NOR","M1","TOT","IDX2015","M","2013-03",54.9073,
"NOR","M1","TOT","IDX2015","M","2013-04",54.99839,
"NOR","M1","TOT","IDX2015","M","2013-05",55.28062,
"NOR","M1","TOT","IDX2015","M","2013-06",55.81276,
"NOR","M1","TOT","IDX2015","M","2013-07",56.25716,
"NOR","M1","TOT","IDX2015","M","2013-08",56.8749,
"NOR","M1","TOT","IDX2015","M","2013-09",56.7834,
"NOR","M1","TOT","IDX2015","M","2013-10",56.48898,
"NOR","M1","TOT","IDX2015","M","2013-11",56.91509,
"NOR","M1","TOT","IDX2015","M","2013-12",57.57748,
"NOR","M1","TOT","IDX2015","M","2014-01",58.10711,
"NOR","M1","TOT","IDX2015","M","2014-02",58.01168,
"NOR","M1","TOT","IDX2015","M","2014-03",57.82538,
"NOR","M1","TOT","IDX2015","M","2014-04",58.09929,
"NOR","M1","TOT","IDX2015","M","2014-05",58.87164,
"NOR","M1","TOT","IDX2015","M","2014-06",59.77486,
"NOR","M1","TOT","IDX2015","M","2014-07",59.71827,
"NOR","M1","TOT","IDX2015","M","2014-08",59.40963,
"NOR","M1","TOT","IDX2015","M","2014-09",59.43765,
"NOR","M1","TOT","IDX2015","M","2014-10",59.23878,
"NOR","M1","TOT","IDX2015","M","2014-11",59.83376,
"NOR","M1","TOT","IDX2015","M","2014-12",60.4882,
"NOR","M1","TOT","IDX2015","M","2015-01",60.91634,
"NOR","M1","TOT","IDX2015","M","2015-02",61.1306,
"NOR","M1","TOT","IDX2015","M","2015-03",61.48404,
"NOR","M1","TOT","IDX2015","M","2015-04",88.07308,
"NOR","M1","TOT","IDX2015","M","2015-05",114.6513,
"NOR","M1","TOT","IDX2015","M","2015-06",114.857,
"NOR","M1","TOT","IDX2015","M","2015-07",115.192,
"NOR","M1","TOT","IDX2015","M","2015-08",115.9254,
"NOR","M1","TOT","IDX2015","M","2015-09",116.4105,
"NOR","M1","TOT","IDX2015","M","2015-10",116.8293,
"NOR","M1","TOT","IDX2015","M","2015-11",117.0476,
"NOR","M1","TOT","IDX2015","M","2015-12",117.4828,
"NOR","M1","TOT","IDX2015","M","2016-01",117.9549,
"NOR","M1","TOT","IDX2015","M","2016-02",118.8201,
"NOR","M1","TOT","IDX2015","M","2016-03",119.268,
"NOR","M1","TOT","IDX2015","M","2016-04",119.5457,
"NOR","M1","TOT","IDX2015","M","2016-05",119.793,
"NOR","M1","TOT","IDX2015","M","2016-06",119.8657,
"NOR","M1","TOT","IDX2015","M","2016-07",120.4445,
"NOR","M1","TOT","IDX2015","M","2016-08",121.2819,
"NOR","M1","TOT","IDX2015","M","2016-09",122.7895,
"NOR","M1","TOT","IDX2015","M","2016-10",123.4371,
"NOR","M1","TOT","IDX2015","M","2016-11",123.2312,
"NOR","M1","TOT","IDX2015","M","2016-12",123.1379,
"NOR","M1","TOT","IDX2015","M","2017-01",123.4824,
"NOR","M1","TOT","IDX2015","M","2017-02",124.5712,
"NOR","M1","TOT","IDX2015","M","2017-03",125.4379,
"NOR","M1","TOT","IDX2015","M","2017-04",125.9675,
"NOR","M1","TOT","IDX2015","M","2017-05",126.0781,
"NOR","M1","TOT","IDX2015","M","2017-06",125.9422,
"NOR","M1","TOT","IDX2015","M","2017-07",126.4153,
"NOR","M1","TOT","IDX2015","M","2017-08",126.9513,
"NOR","M1","TOT","IDX2015","M","2017-09",127.8846,
"NOR","M1","TOT","IDX2015","M","2017-10",129.0063,
"NOR","M1","TOT","IDX2015","M","2017-11",129.5275,
"NOR","M1","TOT","IDX2015","M","2017-12",129.8685,
"NOR","M1","TOT","IDX2015","M","2018-01",132.7674,
"NOR","M1","TOT","IDX2015","M","2018-02",135.4537,
"NOR","M1","TOT","IDX2015","M","2018-03",136.0741,
"NOR","M1","TOT","IDX2015","M","2018-04",137.8729,
"NOR","M1","TOT","IDX2015","M","2018-05",139.25,
"NOR","M1","TOT","IDX2015","M","2018-06",138.9977,
"NOR","M1","TOT","IDX2015","M","2018-07",138.6968,
"NOR","M1","TOT","IDX2015","M","2018-08",139.4252,
"NOR","M1","TOT","IDX2015","M","2018-09",139.9733,
"NOR","M1","TOT","IDX2015","M","2018-10",139.2661,
"NOR","M1","TOT","IDX2015","M","2018-11",139.2177,
"NOR","M1","TOT","IDX2015","M","2018-12",140.0764,
"POL","M1","TOT","IDX2015","M","1990-01",0.6260396,
"POL","M1","TOT","IDX2015","M","1990-02",0.702332,
"POL","M1","TOT","IDX2015","M","1990-03",0.8596817,
"POL","M1","TOT","IDX2015","M","1990-04",1.030582,
"POL","M1","TOT","IDX2015","M","1990-05",1.199654,
"POL","M1","TOT","IDX2015","M","1990-06",1.381137,
"POL","M1","TOT","IDX2015","M","1990-07",1.580608,
"POL","M1","TOT","IDX2015","M","1990-08",1.779169,
"POL","M1","TOT","IDX2015","M","1990-09",1.952678,
"POL","M1","TOT","IDX2015","M","1990-10",2.059718,
"POL","M1","TOT","IDX2015","M","1990-11",2.186802,
"POL","M1","TOT","IDX2015","M","1990-12",2.227371,
"POL","M1","TOT","IDX2015","M","1991-01",2.180155,
"POL","M1","TOT","IDX2015","M","1991-02",2.219966,
"POL","M1","TOT","IDX2015","M","1991-03",2.283073,
"POL","M1","TOT","IDX2015","M","1991-04",2.348882,
"POL","M1","TOT","IDX2015","M","1991-05",2.411455,
"POL","M1","TOT","IDX2015","M","1991-06",2.459747,
"POL","M1","TOT","IDX2015","M","1991-07",2.49102,
"POL","M1","TOT","IDX2015","M","1991-08",2.537693,
"POL","M1","TOT","IDX2015","M","1991-09",2.609375,
"POL","M1","TOT","IDX2015","M","1991-10",2.674629,
"POL","M1","TOT","IDX2015","M","1991-11",2.742312,
"POL","M1","TOT","IDX2015","M","1991-12",2.540483,
"POL","M1","TOT","IDX2015","M","1992-01",2.375123,
"POL","M1","TOT","IDX2015","M","1992-02",2.458752,
"POL","M1","TOT","IDX2015","M","1992-03",2.470542,
"POL","M1","TOT","IDX2015","M","1992-04",2.533369,
"POL","M1","TOT","IDX2015","M","1992-05",2.6066,
"POL","M1","TOT","IDX2015","M","1992-06",2.667006,
"POL","M1","TOT","IDX2015","M","1992-07",2.752523,
"POL","M1","TOT","IDX2015","M","1992-08",2.803984,
"POL","M1","TOT","IDX2015","M","1992-09",2.854476,
"POL","M1","TOT","IDX2015","M","1992-10",2.941197,
"POL","M1","TOT","IDX2015","M","1992-11",3.035393,
"POL","M1","TOT","IDX2015","M","1992-12",3.133758,
"POL","M1","TOT","IDX2015","M","1993-01",3.203492,
"POL","M1","TOT","IDX2015","M","1993-02",3.229374,
"POL","M1","TOT","IDX2015","M","1993-03",3.28901,
"POL","M1","TOT","IDX2015","M","1993-04",3.380867,
"POL","M1","TOT","IDX2015","M","1993-05",3.469761,
"POL","M1","TOT","IDX2015","M","1993-06",3.5604,
"POL","M1","TOT","IDX2015","M","1993-07",3.6357,
"POL","M1","TOT","IDX2015","M","1993-08",3.732628,
"POL","M1","TOT","IDX2015","M","1993-09",3.819839,
"POL","M1","TOT","IDX2015","M","1993-10",3.917483,
"POL","M1","TOT","IDX2015","M","1993-11",4.047291,
"POL","M1","TOT","IDX2015","M","1993-12",4.189944,
"POL","M1","TOT","IDX2015","M","1994-01",4.361804,
"POL","M1","TOT","IDX2015","M","1994-02",4.547591,
"POL","M1","TOT","IDX2015","M","1994-03",4.710723,
"POL","M1","TOT","IDX2015","M","1994-04",4.778965,
"POL","M1","TOT","IDX2015","M","1994-05",4.839017,
"POL","M1","TOT","IDX2015","M","1994-06",4.958496,
"POL","M1","TOT","IDX2015","M","1994-07",5.094432,
"POL","M1","TOT","IDX2015","M","1994-08",5.221287,
"POL","M1","TOT","IDX2015","M","1994-09",5.32038,
"POL","M1","TOT","IDX2015","M","1994-10",5.374951,
"POL","M1","TOT","IDX2015","M","1994-11",5.503284,
"POL","M1","TOT","IDX2015","M","1994-12",5.864039,
"POL","M1","TOT","IDX2015","M","1995-01",6.008466,
"POL","M1","TOT","IDX2015","M","1995-02",5.99748,
"POL","M1","TOT","IDX2015","M","1995-03",6.190745,
"POL","M1","TOT","IDX2015","M","1995-04",6.42388,
"POL","M1","TOT","IDX2015","M","1995-05",6.592725,
"POL","M1","TOT","IDX2015","M","1995-06",6.697653,
"POL","M1","TOT","IDX2015","M","1995-07",6.848439,
"POL","M1","TOT","IDX2015","M","1995-08",7.034723,
"POL","M1","TOT","IDX2015","M","1995-09",7.179152,
"POL","M1","TOT","IDX2015","M","1995-10",7.351815,
"POL","M1","TOT","IDX2015","M","1995-11",7.608355,
"POL","M1","TOT","IDX2015","M","1995-12",7.82936,
"POL","M1","TOT","IDX2015","M","1996-01",8.06125,
"POL","M1","TOT","IDX2015","M","1996-02",8.320313,
"POL","M1","TOT","IDX2015","M","1996-03",8.497348,
"POL","M1","TOT","IDX2015","M","1996-04",8.716547,
"POL","M1","TOT","IDX2015","M","1996-05",8.917347,
"POL","M1","TOT","IDX2015","M","1996-06",9.018864,
"POL","M1","TOT","IDX2015","M","1996-07",9.179521,
"POL","M1","TOT","IDX2015","M","1996-08",9.326453,
"POL","M1","TOT","IDX2015","M","1996-09",9.513065,
"POL","M1","TOT","IDX2015","M","1996-10",9.718951,
"POL","M1","TOT","IDX2015","M","1996-11",9.840263,
"POL","M1","TOT","IDX2015","M","1996-12",10.0462,
"POL","M1","TOT","IDX2015","M","1997-01",10.19942,
"POL","M1","TOT","IDX2015","M","1997-02",10.20533,
"POL","M1","TOT","IDX2015","M","1997-03",10.338,
"POL","M1","TOT","IDX2015","M","1997-04",10.5812,
"POL","M1","TOT","IDX2015","M","1997-05",10.81844,
"POL","M1","TOT","IDX2015","M","1997-06",11.08609,
"POL","M1","TOT","IDX2015","M","1997-07",11.39778,
"POL","M1","TOT","IDX2015","M","1997-08",11.55012,
"POL","M1","TOT","IDX2015","M","1997-09",11.60857,
"POL","M1","TOT","IDX2015","M","1997-10",11.73268,
"POL","M1","TOT","IDX2015","M","1997-11",11.82531,
"POL","M1","TOT","IDX2015","M","1997-12",11.90035,
"POL","M1","TOT","IDX2015","M","1998-01",11.88348,
"POL","M1","TOT","IDX2015","M","1998-02",11.8917,
"POL","M1","TOT","IDX2015","M","1998-03",12.01609,
"POL","M1","TOT","IDX2015","M","1998-04",12.1273,
"POL","M1","TOT","IDX2015","M","1998-05",12.31983,
"POL","M1","TOT","IDX2015","M","1998-06",12.62353,
"POL","M1","TOT","IDX2015","M","1998-07",12.78872,
"POL","M1","TOT","IDX2015","M","1998-08",12.93074,
"POL","M1","TOT","IDX2015","M","1998-09",13.13379,
"POL","M1","TOT","IDX2015","M","1998-10",13.15274,
"POL","M1","TOT","IDX2015","M","1998-11",13.20246,
"POL","M1","TOT","IDX2015","M","1998-12",13.43905,
"POL","M1","TOT","IDX2015","M","1999-01",13.93359,
"POL","M1","TOT","IDX2015","M","1999-02",14.52532,
"POL","M1","TOT","IDX2015","M","1999-03",14.98806,
"POL","M1","TOT","IDX2015","M","1999-04",15.18133,
"POL","M1","TOT","IDX2015","M","1999-05",15.25629,
"POL","M1","TOT","IDX2015","M","1999-06",15.43898,
"POL","M1","TOT","IDX2015","M","1999-07",15.53284,
"POL","M1","TOT","IDX2015","M","1999-08",15.67428,
"POL","M1","TOT","IDX2015","M","1999-09",15.93537,
"POL","M1","TOT","IDX2015","M","1999-10",16.42075,
"POL","M1","TOT","IDX2015","M","1999-11",16.66639,
"POL","M1","TOT","IDX2015","M","1999-12",16.71692,
"POL","M1","TOT","IDX2015","M","2000-01",16.59995,
"POL","M1","TOT","IDX2015","M","2000-02",16.25065,
"POL","M1","TOT","IDX2015","M","2000-03",16.08192,
"POL","M1","TOT","IDX2015","M","2000-04",16.1751,
"POL","M1","TOT","IDX2015","M","2000-05",16.35036,
"POL","M1","TOT","IDX2015","M","2000-06",16.67389,
"POL","M1","TOT","IDX2015","M","2000-07",16.65348,
"POL","M1","TOT","IDX2015","M","2000-08",16.37355,
"POL","M1","TOT","IDX2015","M","2000-09",16.32007,
"POL","M1","TOT","IDX2015","M","2000-10",16.27316,
"POL","M1","TOT","IDX2015","M","2000-11",16.31982,
"POL","M1","TOT","IDX2015","M","2000-12",16.231,
"POL","M1","TOT","IDX2015","M","2001-01",16.27886,
"POL","M1","TOT","IDX2015","M","2001-02",16.39697,
"POL","M1","TOT","IDX2015","M","2001-03",16.40749,
"POL","M1","TOT","IDX2015","M","2001-04",16.49394,
"POL","M1","TOT","IDX2015","M","2001-05",16.54268,
"POL","M1","TOT","IDX2015","M","2001-06",16.41006,
"POL","M1","TOT","IDX2015","M","2001-07",16.56591,
"POL","M1","TOT","IDX2015","M","2001-08",16.88399,
"POL","M1","TOT","IDX2015","M","2001-09",17.21879,
"POL","M1","TOT","IDX2015","M","2001-10",17.56627,
"POL","M1","TOT","IDX2015","M","2001-11",17.35377,
"POL","M1","TOT","IDX2015","M","2001-12",17.64943,
"POL","M1","TOT","IDX2015","M","2002-01",18.24877,
"POL","M1","TOT","IDX2015","M","2002-02",18.47925,
"POL","M1","TOT","IDX2015","M","2002-03",18.60492,
"POL","M1","TOT","IDX2015","M","2002-04",18.81925,
"POL","M1","TOT","IDX2015","M","2002-05",19.37361,
"POL","M1","TOT","IDX2015","M","2002-06",19.79339,
"POL","M1","TOT","IDX2015","M","2002-07",20.1867,
"POL","M1","TOT","IDX2015","M","2002-08",20.32727,
"POL","M1","TOT","IDX2015","M","2002-09",20.34861,
"POL","M1","TOT","IDX2015","M","2002-10",20.5315,
"POL","M1","TOT","IDX2015","M","2002-11",20.79789,
"POL","M1","TOT","IDX2015","M","2002-12",21.27002,
"POL","M1","TOT","IDX2015","M","2003-01",21.61176,
"POL","M1","TOT","IDX2015","M","2003-02",21.80018,
"POL","M1","TOT","IDX2015","M","2003-03",22.11961,
"POL","M1","TOT","IDX2015","M","2003-04",22.09584,
"POL","M1","TOT","IDX2015","M","2003-05",22.20873,
"POL","M1","TOT","IDX2015","M","2003-06",22.98786,
"POL","M1","TOT","IDX2015","M","2003-07",23.50179,
"POL","M1","TOT","IDX2015","M","2003-08",23.7938,
"POL","M1","TOT","IDX2015","M","2003-09",24.31017,
"POL","M1","TOT","IDX2015","M","2003-10",24.67513,
"POL","M1","TOT","IDX2015","M","2003-11",24.94593,
"POL","M1","TOT","IDX2015","M","2003-12",25.11368,
"POL","M1","TOT","IDX2015","M","2004-01",25.23282,
"POL","M1","TOT","IDX2015","M","2004-02",25.49826,
"POL","M1","TOT","IDX2015","M","2004-03",25.94301,
"POL","M1","TOT","IDX2015","M","2004-04",26.49128,
"POL","M1","TOT","IDX2015","M","2004-05",26.73347,
"POL","M1","TOT","IDX2015","M","2004-06",26.86651,
"POL","M1","TOT","IDX2015","M","2004-07",26.57951,
"POL","M1","TOT","IDX2015","M","2004-08",26.74233,
"POL","M1","TOT","IDX2015","M","2004-09",27.39462,
"POL","M1","TOT","IDX2015","M","2004-10",28.65722,
"POL","M1","TOT","IDX2015","M","2004-11",29.09096,
"POL","M1","TOT","IDX2015","M","2004-12",28.20625,
"POL","M1","TOT","IDX2015","M","2005-01",28.39305,
"POL","M1","TOT","IDX2015","M","2005-02",29.05646,
"POL","M1","TOT","IDX2015","M","2005-03",29.6622,
"POL","M1","TOT","IDX2015","M","2005-04",29.96366,
"POL","M1","TOT","IDX2015","M","2005-05",30.61383,
"POL","M1","TOT","IDX2015","M","2005-06",31.07364,
"POL","M1","TOT","IDX2015","M","2005-07",30.78013,
"POL","M1","TOT","IDX2015","M","2005-08",31.37206,
"POL","M1","TOT","IDX2015","M","2005-09",32.07046,
"POL","M1","TOT","IDX2015","M","2005-10",32.5542,
"POL","M1","TOT","IDX2015","M","2005-11",33.36057,
"POL","M1","TOT","IDX2015","M","2005-12",33.88575,
"POL","M1","TOT","IDX2015","M","2006-01",34.36401,
"POL","M1","TOT","IDX2015","M","2006-02",35.04288,
"POL","M1","TOT","IDX2015","M","2006-03",35.26431,
"POL","M1","TOT","IDX2015","M","2006-04",35.49563,
"POL","M1","TOT","IDX2015","M","2006-05",36.55397,
"POL","M1","TOT","IDX2015","M","2006-06",37.25771,
"POL","M1","TOT","IDX2015","M","2006-07",37.87301,
"POL","M1","TOT","IDX2015","M","2006-08",38.7424,
"POL","M1","TOT","IDX2015","M","2006-09",39.45981,
"POL","M1","TOT","IDX2015","M","2006-10",40.23156,
"POL","M1","TOT","IDX2015","M","2006-11",41.09851,
"POL","M1","TOT","IDX2015","M","2006-12",42.12914,
"POL","M1","TOT","IDX2015","M","2007-01",43.35292,
"POL","M1","TOT","IDX2015","M","2007-02",44.49524,
"POL","M1","TOT","IDX2015","M","2007-03",45.01131,
"POL","M1","TOT","IDX2015","M","2007-04",45.53541,
"POL","M1","TOT","IDX2015","M","2007-05",45.93177,
"POL","M1","TOT","IDX2015","M","2007-06",45.91185,
"POL","M1","TOT","IDX2015","M","2007-07",46.63429,
"POL","M1","TOT","IDX2015","M","2007-08",47.26458,
"POL","M1","TOT","IDX2015","M","2007-09",47.9629,
"POL","M1","TOT","IDX2015","M","2007-10",48.50996,
"POL","M1","TOT","IDX2015","M","2007-11",48.91108,
"POL","M1","TOT","IDX2015","M","2007-12",50.67656,
"POL","M1","TOT","IDX2015","M","2008-01",52.10915,
"POL","M1","TOT","IDX2015","M","2008-02",52.13895,
"POL","M1","TOT","IDX2015","M","2008-03",52.51177,
"POL","M1","TOT","IDX2015","M","2008-04",52.87358,
"POL","M1","TOT","IDX2015","M","2008-05",53.23454,
"POL","M1","TOT","IDX2015","M","2008-06",54.35318,
"POL","M1","TOT","IDX2015","M","2008-07",55.03379,
"POL","M1","TOT","IDX2015","M","2008-08",55.27256,
"POL","M1","TOT","IDX2015","M","2008-09",55.57875,
"POL","M1","TOT","IDX2015","M","2008-10",55.50975,
"POL","M1","TOT","IDX2015","M","2008-11",54.88743,
"POL","M1","TOT","IDX2015","M","2008-12",54.30208,
"POL","M1","TOT","IDX2015","M","2009-01",54.05321,
"POL","M1","TOT","IDX2015","M","2009-02",54.51003,
"POL","M1","TOT","IDX2015","M","2009-03",55.50167,
"POL","M1","TOT","IDX2015","M","2009-04",56.29002,
"POL","M1","TOT","IDX2015","M","2009-05",56.46199,
"POL","M1","TOT","IDX2015","M","2009-06",56.90346,
"POL","M1","TOT","IDX2015","M","2009-07",57.20691,
"POL","M1","TOT","IDX2015","M","2009-08",57.5727,
"POL","M1","TOT","IDX2015","M","2009-09",58.41017,
"POL","M1","TOT","IDX2015","M","2009-10",59.59834,
"POL","M1","TOT","IDX2015","M","2009-11",60.4671,
"POL","M1","TOT","IDX2015","M","2009-12",60.14561,
"POL","M1","TOT","IDX2015","M","2010-01",60.16042,
"POL","M1","TOT","IDX2015","M","2010-02",60.53008,
"POL","M1","TOT","IDX2015","M","2010-03",60.89459,
"POL","M1","TOT","IDX2015","M","2010-04",61.69352,
"POL","M1","TOT","IDX2015","M","2010-05",63.18515,
"POL","M1","TOT","IDX2015","M","2010-06",64.22224,
"POL","M1","TOT","IDX2015","M","2010-07",64.68008,
"POL","M1","TOT","IDX2015","M","2010-08",65.51968,
"POL","M1","TOT","IDX2015","M","2010-09",66.03085,
"POL","M1","TOT","IDX2015","M","2010-10",66.61825,
"POL","M1","TOT","IDX2015","M","2010-11",67.52242,
"POL","M1","TOT","IDX2015","M","2010-12",68.53072,
"POL","M1","TOT","IDX2015","M","2011-01",69.1517,
"POL","M1","TOT","IDX2015","M","2011-02",69.67253,
"POL","M1","TOT","IDX2015","M","2011-03",71.15607,
"POL","M1","TOT","IDX2015","M","2011-04",71.34521,
"POL","M1","TOT","IDX2015","M","2011-05",70.38614,
"POL","M1","TOT","IDX2015","M","2011-06",70.04884,
"POL","M1","TOT","IDX2015","M","2011-07",69.52515,
"POL","M1","TOT","IDX2015","M","2011-08",69.78392,
"POL","M1","TOT","IDX2015","M","2011-09",70.31321,
"POL","M1","TOT","IDX2015","M","2011-10",70.42226,
"POL","M1","TOT","IDX2015","M","2011-11",71.22519,
"POL","M1","TOT","IDX2015","M","2011-12",71.88876,
"POL","M1","TOT","IDX2015","M","2012-01",72.50302,
"POL","M1","TOT","IDX2015","M","2012-02",72.48491,
"POL","M1","TOT","IDX2015","M","2012-03",71.67676,
"POL","M1","TOT","IDX2015","M","2012-04",71.53803,
"POL","M1","TOT","IDX2015","M","2012-05",72.3,
"POL","M1","TOT","IDX2015","M","2012-06",72.36752,
"POL","M1","TOT","IDX2015","M","2012-07",72.37412,
"POL","M1","TOT","IDX2015","M","2012-08",72.44757,
"POL","M1","TOT","IDX2015","M","2012-09",72.06205,
"POL","M1","TOT","IDX2015","M","2012-10",72.27216,
"POL","M1","TOT","IDX2015","M","2012-11",72.4188,
"POL","M1","TOT","IDX2015","M","2012-12",73.49472,
"POL","M1","TOT","IDX2015","M","2013-01",74.93558,
"POL","M1","TOT","IDX2015","M","2013-02",75.88783,
"POL","M1","TOT","IDX2015","M","2013-03",76.53124,
"POL","M1","TOT","IDX2015","M","2013-04",77.70705,
"POL","M1","TOT","IDX2015","M","2013-05",79.39323,
"POL","M1","TOT","IDX2015","M","2013-06",80.71961,
"POL","M1","TOT","IDX2015","M","2013-07",82.33511,
"POL","M1","TOT","IDX2015","M","2013-08",83.34583,
"POL","M1","TOT","IDX2015","M","2013-09",84.38685,
"POL","M1","TOT","IDX2015","M","2013-10",85.50049,
"POL","M1","TOT","IDX2015","M","2013-11",85.49763,
"POL","M1","TOT","IDX2015","M","2013-12",85.36998,
"POL","M1","TOT","IDX2015","M","2014-01",85.85965,
"POL","M1","TOT","IDX2015","M","2014-02",86.32791,
"POL","M1","TOT","IDX2015","M","2014-03",87.13374,
"POL","M1","TOT","IDX2015","M","2014-04",87.63928,
"POL","M1","TOT","IDX2015","M","2014-05",87.63237,
"POL","M1","TOT","IDX2015","M","2014-06",88.52266,
"POL","M1","TOT","IDX2015","M","2014-07",89.36781,
"POL","M1","TOT","IDX2015","M","2014-08",89.97677,
"POL","M1","TOT","IDX2015","M","2014-09",90.81758,
"POL","M1","TOT","IDX2015","M","2014-10",91.47273,
"POL","M1","TOT","IDX2015","M","2014-11",91.94585,
"POL","M1","TOT","IDX2015","M","2014-12",92.71089,
"POL","M1","TOT","IDX2015","M","2015-01",93.69097,
"POL","M1","TOT","IDX2015","M","2015-02",94.60373,
"POL","M1","TOT","IDX2015","M","2015-03",96.3105,
"POL","M1","TOT","IDX2015","M","2015-04",97.52959,
"POL","M1","TOT","IDX2015","M","2015-05",97.76037,
"POL","M1","TOT","IDX2015","M","2015-06",98.85835,
"POL","M1","TOT","IDX2015","M","2015-07",100.1204,
"POL","M1","TOT","IDX2015","M","2015-08",101.632,
"POL","M1","TOT","IDX2015","M","2015-09",103.1377,
"POL","M1","TOT","IDX2015","M","2015-10",104.1436,
"POL","M1","TOT","IDX2015","M","2015-11",105.6983,
"POL","M1","TOT","IDX2015","M","2015-12",106.5144,
"POL","M1","TOT","IDX2015","M","2016-01",107.3942,
"POL","M1","TOT","IDX2015","M","2016-02",109.3773,
"POL","M1","TOT","IDX2015","M","2016-03",110.7465,
"POL","M1","TOT","IDX2015","M","2016-04",112.0816,
"POL","M1","TOT","IDX2015","M","2016-05",113.8894,
"POL","M1","TOT","IDX2015","M","2016-06",115.291,
"POL","M1","TOT","IDX2015","M","2016-07",116.0895,
"POL","M1","TOT","IDX2015","M","2016-08",117.2212,
"POL","M1","TOT","IDX2015","M","2016-09",118.5673,
"POL","M1","TOT","IDX2015","M","2016-10",119.9,
"POL","M1","TOT","IDX2015","M","2016-11",122.077,
"POL","M1","TOT","IDX2015","M","2016-12",124.3321,
"POL","M1","TOT","IDX2015","M","2017-01",125.6659,
"POL","M1","TOT","IDX2015","M","2017-02",126.8193,
"POL","M1","TOT","IDX2015","M","2017-03",127.7111,
"POL","M1","TOT","IDX2015","M","2017-04",128.317,
"POL","M1","TOT","IDX2015","M","2017-05",129.2782,
"POL","M1","TOT","IDX2015","M","2017-06",129.9662,
"POL","M1","TOT","IDX2015","M","2017-07",130.9596,
"POL","M1","TOT","IDX2015","M","2017-08",132.3297,
"POL","M1","TOT","IDX2015","M","2017-09",133.2146,
"POL","M1","TOT","IDX2015","M","2017-10",134.8079,
"POL","M1","TOT","IDX2015","M","2017-11",136.7699,
"POL","M1","TOT","IDX2015","M","2017-12",138.3509,
"POL","M1","TOT","IDX2015","M","2018-01",139.7886,
"POL","M1","TOT","IDX2015","M","2018-02",140.5244,
"POL","M1","TOT","IDX2015","M","2018-03",140.6137,
"POL","M1","TOT","IDX2015","M","2018-04",141.4476,
"POL","M1","TOT","IDX2015","M","2018-05",142.7953,
"POL","M1","TOT","IDX2015","M","2018-06",143.931,
"POL","M1","TOT","IDX2015","M","2018-07",145.5376,
"POL","M1","TOT","IDX2015","M","2018-08",147.1041,
"POL","M1","TOT","IDX2015","M","2018-09",148.609,
"POL","M1","TOT","IDX2015","M","2018-10",150.5918,
"POL","M1","TOT","IDX2015","M","2018-11",152.5549,
"POL","M1","TOT","IDX2015","M","2018-12",154.5604,
"POL","M1","TOT","IDX2015","M","2019-01",156.2428,
"POL","M1","TOT","IDX2015","M","2019-02",157.5165,
"POL","M1","TOT","IDX2015","M","2019-03",158.791,
"POL","M1","TOT","IDX2015","M","2019-04",160.2584,
"POL","M1","TOT","IDX2015","M","2019-05",161.8199,
"POL","M1","TOT","IDX2015","M","2019-06",163.3701,
"POL","M1","TOT","IDX2015","M","2019-07",165.1727,
"POL","M1","TOT","IDX2015","M","2019-08",166.9634,
"POL","M1","TOT","IDX2015","M","2019-09",169.4911,
"POL","M1","TOT","IDX2015","M","2019-10",171.7888,
"POL","M1","TOT","IDX2015","M","2019-11",173.6094,
"POL","M1","TOT","IDX2015","M","2019-12",176.4317,
"POL","M1","TOT","IDX2015","M","2020-01",178.7564,
"POL","M1","TOT","IDX2015","M","2020-02",180.7876,
"POL","M1","TOT","IDX2015","M","2020-03",187.4058,
"POL","M1","TOT","IDX2015","M","2020-04",196.8057,
"POL","M1","TOT","IDX2015","M","2020-05",205.3395,
"POL","M1","TOT","IDX2015","M","2020-06",214.4869,
"POL","M1","TOT","IDX2015","M","2020-07",220.3947,
"POL","M1","TOT","IDX2015","M","2020-08",223.451,
"POL","M1","TOT","IDX2015","M","2020-09",227.5722,
"POL","M1","TOT","IDX2015","M","2020-10",232.0114,
"POL","M1","TOT","IDX2015","M","2020-11",235.5796,
"POL","M1","TOT","IDX2015","M","2020-12",236.9442,
"POL","M1","TOT","IDX2015","M","2021-01",241.0846,
"POL","M1","TOT","IDX2015","M","2021-02",246.7579,
"POL","M1","TOT","IDX2015","M","2021-03",249.885,
"POL","M1","TOT","IDX2015","M","2021-04",252.0636,
"POL","M1","TOT","IDX2015","M","2021-05",253.3771,
"POL","M1","TOT","IDX2015","M","2021-06",255.4999,
"POL","M1","TOT","IDX2015","M","2021-07",258.2995,
