peri;mes;codipart;detapart;importe;mza;naci;importe_hoy
2012;5;24;Otros Servicios;85.98;0.439366;0.439366;20668.17
2012;5;23;Bienes Corrientes;36.84;0.439366;0.439366;8855.73
2012;5;22;Locaciones de Servicio;11.11;0.439366;0.439366;2670.66
2012;5;21;Personal;666.89;0.439366;0.439366;160309.32
2012;5;20;Erogaciones Corrientes;1149.63;0.439366;0.439366;276352.03
2012;5;19;Aportes no Reintegrables;71.62;0.439366;0.439366;17216.26
2012;5;18;Coparticipacion Vial;4.77;0.439366;0.439366;1146.63
2012;5;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;0.00;0.439366;0.439366;0.00
2012;5;16;Regimenes Especiales Nacionales s/Financ. Educativo;120.16;0.439366;0.439366;28884.48
2012;5;15;Coparticipacion Federal + Financ. Educativo;534.53;0.439366;0.439366;128492.17
2012;5;14;De Origen Nacional;731.08;0.439366;0.439366;175739.53
2012;5;13;Otros no Tributarios;136.04;0.439366;0.439366;32701.76
2012;5;12;Remesas del Instituto de Juegos y Casino;1.99;0.439366;0.439366;478.36
2012;5;11;Tasas Retributivas de Servicios;32.57;0.439366;0.439366;7829.29
2012;5;10;Regalias;123.03;0.439366;0.439366;29574.38
2012;5;9;No Tributarios;293.63;0.439366;0.439366;70583.79
2012;5;8;Otros Tributarios;2.16;0.439366;0.439366;519.23
2012;5;7;Sellos y Tasas de Justicia;32.92;0.439366;0.439366;7913.42
2012;5;6;Inmobiliario;23.46;0.439366;0.439366;5639.40
2012;5;5;Automotor;21.86;0.439366;0.439366;5254.78
2012;5;4;Ingresos Brutos;399.12;0.439366;0.439366;95941.84
2012;5;3;Tributarios;479.52;0.439366;0.439366;115268.67
2012;5;2;De Origen Provincial;773.15;0.439366;0.439366;185852.46
2012;5;1;Recursos Corrientes;1504.23;0.439366;0.439366;361592.00
2012;6;55;Resultado Operativo - Amortizacion de la D Consolidada;-226.72;0.442949;0.442949;-54058.89
2012;6;54;Amortizacion de la Deuda Consolidada;33.36;0.442949;0.442949;7954.32
2012;6;53;IX. Resultado Operativo (VIII-IX);-193.36;0.442949;0.442949;-46104.56
2012;6;52;VIII. Egresos Totales (II+V+VI+VII);1567.85;0.442949;0.442949;373836.58
2012;6;51;VII. Ingresos Totales (I+IV);1374.49;0.442949;0.442949;327732.02
2012;6;50;Otros;0.00;0.442949;0.442949;0.00
2012;6;49;Compra de Acciones, Titulos, Valores, Otros;3.00;0.442949;0.442949;715.32
2012;6;48;Prestamos;2.51;0.442949;0.442949;598.48
2012;6;47;Inversion Financiera;5.51;0.442949;0.442949;1313.80
2012;6;46;al Sector Privado;0.01;0.442949;0.442949;2.38
2012;6;45;al Sector Publico+Remesas al IPV;9.64;0.442949;0.442949;2298.55
2012;6;44;Transferencias para financiar Erogaciones de Capital;9.65;0.442949;0.442949;2300.94
2012;6;43;Trabajos Publicos;57.14;0.442949;0.442949;13624.40
2012;6;42;Bienes de Capital;1.27;0.442949;0.442949;302.82
2012;6;41;VI. Erogaciones de Capital;73.57;0.442949;0.442949;17541.96
2012;6;40;Resto Otros Recursos de Capital;25.98;0.442949;0.442949;6194.65
2012;6;39;Fondo Residual;0.73;0.442949;0.442949;174.06
2012;6;38;Venta de Acciones;0.00;0.442949;0.442949;0.00
2012;6;37;Otros Recursos de Capital;26.71;0.442949;0.442949;6368.71
2012;6;36;Reembolsos de Prestamos;1.44;0.442949;0.442949;343.35
2012;6;35;Reembolsos de Obras Publicas;0.00;0.442949;0.442949;0.00
2012;6;34;V. Recursos de Capital;28.15;0.442949;0.442949;6712.06
2012;6;33;IV.Resultado Economico Neto de Remesas;-147.94;0.442949;0.442949;-35274.67
2012;6;32;Remesas EMT;0.00;0.442949;0.442949;0.00
2012;6;31;Remesas ATM;0.00;0.442949;0.442949;0.00
2012;6;30;Resultado Economico con Remesas;-147.94;0.442949;0.442949;-35274.67
2012;6;29;Otras Erogaciones Corrientes;0.46;0.442949;0.442949;109.68
2012;6;28;Otras Transferencias;159.97;0.442949;0.442949;38143.09
2012;6;27;Municipios;221.17;0.442949;0.442949;52735.55
2012;6;26;Transferencias a Municipios y Otros;381.14;0.442949;0.442949;90878.64
2012;6;25;Intereses y Gastos de la Deuda;14.93;0.442949;0.442949;3559.89
2012;6;24;Otros Servicios;82.75;0.442949;0.442949;19730.83
2012;6;23;Bienes Corrientes;35.51;0.442949;0.442949;8466.97
2012;6;22;Locaciones de Servicio;11.97;0.442949;0.442949;2854.11
2012;6;21;Personal;967.52;0.442949;0.442949;230694.50
2012;6;20;Erogaciones Corrientes;1494.28;0.442949;0.442949;356294.62
2012;6;19;Aportes no Reintegrables;44.95;0.442949;0.442949;10717.83
2012;6;18;Coparticipacion Vial;4.50;0.442949;0.442949;1072.98
2012;6;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;14.21;0.442949;0.442949;3388.22
2012;6;16;Regimenes Especiales Nacionales s/Financ. Educativo;134.39;0.442949;0.442949;32043.82
2012;6;15;Coparticipacion Federal + Financ. Educativo;552.80;0.442949;0.442949;131809.08
2012;6;14;De Origen Nacional;750.85;0.442949;0.442949;179031.92
2012;6;13;Otros no Tributarios;78.85;0.442949;0.442949;18800.91
2012;6;12;Remesas del Instituto de Juegos y Casino;14.89;0.442949;0.442949;3550.36
2012;6;11;Tasas Retributivas de Servicios;24.99;0.442949;0.442949;5958.59
2012;6;10;Regalias;88.40;0.442949;0.442949;21078.01
2012;6;9;No Tributarios;207.13;0.442949;0.442949;49387.87
2012;6;8;Otros Tributarios;0.46;0.442949;0.442949;109.68
2012;6;7;Sellos y Tasas de Justicia;37.39;0.442949;0.442949;8915.23
2012;6;6;Inmobiliario;9.87;0.442949;0.442949;2353.39
2012;6;5;Automotor;40.21;0.442949;0.442949;9587.63
2012;6;4;Ingresos Brutos;300.43;0.442949;0.442949;71634.23
2012;6;3;Tributarios;388.36;0.442949;0.442949;92600.17
2012;6;2;De Origen Provincial;595.49;0.442949;0.442949;141988.04
2012;6;1;Recursos Corrientes;1346.34;0.442949;0.442949;321019.96
2012;7;55;Resultado Operativo - Amortizacion de la D Consolidada;-71.26;0.446225;0.446225;-16866.42
2012;7;54;Amortizacion de la Deuda Consolidada;36.71;0.446225;0.446225;8688.83
2012;7;53;IX. Resultado Operativo (VIII-IX);-34.55;0.446225;0.446225;-8177.59
2012;7;52;VIII. Egresos Totales (II+V+VI+VII);1381.34;0.446225;0.446225;326947.26
2012;7;51;VII. Ingresos Totales (I+IV);1346.79;0.446225;0.446225;318769.67
2012;7;50;Otros;0.00;0.446225;0.446225;0.00
2012;7;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.446225;0.446225;0.00
2012;7;48;Prestamos;3.05;0.446225;0.446225;721.90
2012;7;47;Inversion Financiera;3.05;0.446225;0.446225;721.90
2012;7;46;al Sector Privado;0.00;0.446225;0.446225;0.00
2012;7;45;al Sector Publico+Remesas al IPV;16.10;0.446225;0.446225;3810.68
2012;7;44;Transferencias para financiar Erogaciones de Capital;16.10;0.446225;0.446225;3810.68
2012;7;43;Trabajos Publicos;68.53;0.446225;0.446225;16220.26
2012;7;42;Bienes de Capital;0.73;0.446225;0.446225;172.78
2012;7;41;VI. Erogaciones de Capital;88.41;0.446225;0.446225;20925.63
2012;7;40;Resto Otros Recursos de Capital;42.96;0.446225;0.446225;10168.14
2012;7;39;Fondo Residual;0.62;0.446225;0.446225;146.75
2012;7;38;Venta de Acciones;0.00;0.446225;0.446225;0.00
2012;7;37;Otros Recursos de Capital;43.58;0.446225;0.446225;10314.88
2012;7;36;Reembolsos de Prestamos;3.68;0.446225;0.446225;871.01
2012;7;35;Reembolsos de Obras Publicas;0.00;0.446225;0.446225;0.00
2012;7;34;V. Recursos de Capital;47.26;0.446225;0.446225;11185.90
2012;7;33;IV.Resultado Economico Neto de Remesas;6.60;0.446225;0.446225;1562.14
2012;7;32;Remesas EMT;0.00;0.446225;0.446225;0.00
2012;7;31;Remesas ATM;0.00;0.446225;0.446225;0.00
2012;7;30;Resultado Economico con Remesas;6.60;0.446225;0.446225;1562.14
2012;7;29;Otras Erogaciones Corrientes;0.46;0.446225;0.446225;108.88
2012;7;28;Otras Transferencias;168.32;0.446225;0.446225;39839.40
2012;7;27;Municipios;184.72;0.446225;0.446225;43721.10
2012;7;26;Transferencias a Municipios y Otros;353.04;0.446225;0.446225;83560.50
2012;7;25;Intereses y Gastos de la Deuda;13.62;0.446225;0.446225;3223.70
2012;7;24;Otros Servicios;76.23;0.446225;0.446225;18042.76
2012;7;23;Bienes Corrientes;36.81;0.446225;0.446225;8712.50
2012;7;22;Locaciones de Servicio;15.03;0.446225;0.446225;3557.43
2012;7;21;Personal;797.74;0.446225;0.446225;188815.86
2012;7;20;Erogaciones Corrientes;1292.93;0.446225;0.446225;306021.63
2012;7;19;Aportes no Reintegrables;88.35;0.446225;0.446225;20911.43
2012;7;18;Coparticipacion Vial;6.59;0.446225;0.446225;1559.78
2012;7;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;26.43;0.446225;0.446225;6255.68
2012;7;16;Regimenes Especiales Nacionales s/Financ. Educativo;97.58;0.446225;0.446225;23096.06
2012;7;15;Coparticipacion Federal + Financ. Educativo;456.84;0.446225;0.446225;108128.76
2012;7;14;De Origen Nacional;675.79;0.446225;0.446225;159951.70
2012;7;13;Otros no Tributarios;132.92;0.446225;0.446225;31460.63
2012;7;12;Remesas del Instituto de Juegos y Casino;1.99;0.446225;0.446225;471.01
2012;7;11;Tasas Retributivas de Servicios;26.04;0.446225;0.446225;6163.37
2012;7;10;Regalias;112.20;0.446225;0.446225;26556.45
2012;7;9;No Tributarios;273.15;0.446225;0.446225;64651.46
2012;7;8;Otros Tributarios;1.06;0.446225;0.446225;250.89
2012;7;7;Sellos y Tasas de Justicia;37.87;0.446225;0.446225;8963.39
2012;7;6;Inmobiliario;23.23;0.446225;0.446225;5498.27
2012;7;5;Automotor;24.40;0.446225;0.446225;5775.20
2012;7;4;Ingresos Brutos;264.03;0.446225;0.446225;62492.86
2012;7;3;Tributarios;350.59;0.446225;0.446225;82980.61
2012;7;2;De Origen Provincial;623.74;0.446225;0.446225;147632.07
2012;7;1;Recursos Corrientes;1299.53;0.446225;0.446225;307583.77
2012;8;55;Resultado Operativo - Amortizacion de la D Consolidada;-88.17;0.449706;0.449706;-20707.29
2012;8;54;Amortizacion de la Deuda Consolidada;76.93;0.449706;0.449706;18067.50
2012;8;53;IX. Resultado Operativo (VIII-IX);-11.24;0.449706;0.449706;-2639.79
2012;8;52;VIII. Egresos Totales (II+V+VI+VII);1423.98;0.449706;0.449706;334430.76
2012;8;51;VII. Ingresos Totales (I+IV);1412.74;0.449706;0.449706;331790.98
2012;8;50;Otros;0.00;0.449706;0.449706;0.00
2012;8;49;Compra de Acciones, Titulos, Valores, Otros;9.00;0.449706;0.449706;2113.71
2012;8;48;Prestamos;6.10;0.449706;0.449706;1432.62
2012;8;47;Inversion Financiera;15.10;0.449706;0.449706;3546.33
2012;8;46;al Sector Privado;0.00;0.449706;0.449706;0.00
2012;8;45;al Sector Publico+Remesas al IPV;11.69;0.449706;0.449706;2745.47
2012;8;44;Transferencias para financiar Erogaciones de Capital;11.69;0.449706;0.449706;2745.47
2012;8;43;Trabajos Publicos;75.01;0.449706;0.449706;17616.58
2012;8;42;Bienes de Capital;3.84;0.449706;0.449706;901.85
2012;8;41;VI. Erogaciones de Capital;105.64;0.449706;0.449706;24810.23
2012;8;40;Resto Otros Recursos de Capital;31.27;0.449706;0.449706;7343.96
2012;8;39;Fondo Residual;0.57;0.449706;0.449706;133.87
2012;8;38;Venta de Acciones;0.00;0.449706;0.449706;0.00
2012;8;37;Otros Recursos de Capital;31.84;0.449706;0.449706;7477.83
2012;8;36;Reembolsos de Prestamos;-0.64;0.449706;0.449706;-150.31
2012;8;35;Reembolsos de Obras Publicas;0.00;0.449706;0.449706;0.00
2012;8;34;V. Recursos de Capital;31.20;0.449706;0.449706;7327.52
2012;8;33;IV.Resultado Economico Neto de Remesas;63.20;0.449706;0.449706;14842.92
2012;8;32;Remesas EMT;0.00;0.449706;0.449706;0.00
2012;8;31;Remesas ATM;0.00;0.449706;0.449706;0.00
2012;8;30;Resultado Economico con Remesas;63.20;0.449706;0.449706;14842.92
2012;8;29;Otras Erogaciones Corrientes;0.46;0.449706;0.449706;108.03
2012;8;28;Otras Transferencias;169.73;0.449706;0.449706;39862.17
2012;8;27;Municipios;205.10;0.449706;0.449706;48169.04
2012;8;26;Transferencias a Municipios y Otros;374.83;0.449706;0.449706;88031.21
2012;8;25;Intereses y Gastos de la Deuda;31.47;0.449706;0.449706;7390.93
2012;8;24;Otros Servicios;91.52;0.449706;0.449706;21494.05
2012;8;23;Bienes Corrientes;39.58;0.449706;0.449706;9295.61
2012;8;22;Locaciones de Servicio;14.33;0.449706;0.449706;3365.49
2012;8;21;Personal;766.15;0.449706;0.449706;179935.20
2012;8;20;Erogaciones Corrientes;1318.34;0.449706;0.449706;309620.54
2012;8;19;Aportes no Reintegrables;97.78;0.449706;0.449706;22964.26
2012;8;18;Coparticipacion Vial;4.30;0.449706;0.449706;1009.88
2012;8;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;0.00;0.449706;0.449706;0.00
2012;8;16;Regimenes Especiales Nacionales s/Financ. Educativo;101.19;0.449706;0.449706;23765.12
2012;8;15;Coparticipacion Federal + Financ. Educativo;496.08;0.449706;0.449706;116507.54
2012;8;14;De Origen Nacional;699.35;0.449706;0.449706;164246.80
2012;8;13;Otros no Tributarios;65.53;0.449706;0.449706;15390.14
2012;8;12;Remesas del Instituto de Juegos y Casino;19.32;0.449706;0.449706;4537.42
2012;8;11;Tasas Retributivas de Servicios;31.22;0.449706;0.449706;7332.22
2012;8;10;Regalias;101.99;0.449706;0.449706;23953.00
2012;8;9;No Tributarios;218.06;0.449706;0.449706;51212.78
2012;8;8;Otros Tributarios;7.72;0.449706;0.449706;1813.09
2012;8;7;Sellos y Tasas de Justicia;38.94;0.449706;0.449706;9145.31
2012;8;6;Inmobiliario;11.85;0.449706;0.449706;2783.05
2012;8;5;Automotor;39.28;0.449706;0.449706;9225.16
2012;8;4;Ingresos Brutos;366.34;0.449706;0.449706;86037.28
2012;8;3;Tributarios;464.13;0.449706;0.449706;109003.88
2012;8;2;De Origen Provincial;682.19;0.449706;0.449706;160216.66
2012;8;1;Recursos Corrientes;1381.54;0.449706;0.449706;324463.46
2012;9;55;Resultado Operativo - Amortizacion de la D Consolidada;10.05;0.453611;0.453611;2339.99
2012;9;54;Amortizacion de la Deuda Consolidada;8.38;0.453611;0.453611;1951.15
2012;9;53;IX. Resultado Operativo (VIII-IX);18.43;0.453611;0.453611;4291.14
2012;9;52;VIII. Egresos Totales (II+V+VI+VII);1307.42;0.453611;0.453611;304412.55
2012;9;51;VII. Ingresos Totales (I+IV);1325.85;0.453611;0.453611;308703.69
2012;9;50;Otros;0.00;0.453611;0.453611;0.00
2012;9;49;Compra de Acciones, Titulos, Valores, Otros;0.00;0.453611;0.453611;0.00
2012;9;48;Prestamos;4.18;0.453611;0.453611;973.25
2012;9;47;Inversion Financiera;4.18;0.453611;0.453611;973.25
2012;9;46;al Sector Privado;0.00;0.453611;0.453611;0.00
2012;9;45;al Sector Publico+Remesas al IPV;14.28;0.453611;0.453611;3324.88
2012;9;44;Transferencias para financiar Erogaciones de Capital;14.28;0.453611;0.453611;3324.88
2012;9;43;Trabajos Publicos;58.35;0.453611;0.453611;13585.90
2012;9;42;Bienes de Capital;7.62;0.453611;0.453611;1774.20
2012;9;41;VI. Erogaciones de Capital;84.43;0.453611;0.453611;19658.22
2012;9;40;Resto Otros Recursos de Capital;22.02;0.453611;0.453611;5127.02
2012;9;39;Fondo Residual;0.56;0.453611;0.453611;130.39
2012;9;38;Venta de Acciones;0.00;0.453611;0.453611;0.00
2012;9;37;Otros Recursos de Capital;22.58;0.453611;0.453611;5257.40
2012;9;36;Reembolsos de Prestamos;5.56;0.453611;0.453611;1294.56
2012;9;35;Reembolsos de Obras Publicas;0.00;0.453611;0.453611;0.00
2012;9;34;V. Recursos de Capital;28.14;0.453611;0.453611;6551.96
2012;9;33;IV.Resultado Economico Neto de Remesas;74.72;0.453611;0.453611;17397.40
2012;9;32;Remesas EMT;0.00;0.453611;0.453611;0.00
2012;9;31;Remesas ATM;0.00;0.453611;0.453611;0.00
2012;9;30;Resultado Economico con Remesas;74.72;0.453611;0.453611;17397.40
2012;9;29;Otras Erogaciones Corrientes;0.46;0.453611;0.453611;107.10
2012;9;28;Otras Transferencias;120.42;0.453611;0.453611;28037.94
2012;9;27;Municipios;212.99;0.453611;0.453611;49591.43
2012;9;26;Transferencias a Municipios y Otros;333.41;0.453611;0.453611;77629.37
2012;9;25;Intereses y Gastos de la Deuda;2.48;0.453611;0.453611;577.43
2012;9;24;Otros Servicios;92.21;0.453611;0.453611;21469.67
2012;9;23;Bienes Corrientes;38.30;0.453611;0.453611;8917.56
2012;9;22;Locaciones de Servicio;13.34;0.453611;0.453611;3106.01
2012;9;21;Personal;742.79;0.453611;0.453611;172947.18
2012;9;20;Erogaciones Corrientes;1222.99;0.453611;0.453611;284754.33
2012;9;19;Aportes no Reintegrables;55.64;0.453611;0.453611;12954.91
2012;9;18;Coparticipacion Vial;7.80;0.453611;0.453611;1816.11
2012;9;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;13.53;0.453611;0.453611;3150.25
2012;9;16;Regimenes Especiales Nacionales s/Financ. Educativo;86.03;0.453611;0.453611;20030.76
2012;9;15;Coparticipacion Federal + Financ. Educativo;464.69;0.453611;0.453611;108195.89
2012;9;14;De Origen Nacional;627.69;0.453611;0.453611;146147.92
2012;9;13;Otros no Tributarios;148.22;0.453611;0.453611;34510.74
2012;9;12;Remesas del Instituto de Juegos y Casino;1.80;0.453611;0.453611;419.10
2012;9;11;Tasas Retributivas de Servicios;28.24;0.453611;0.453611;6575.25
2012;9;10;Regalias;103.77;0.453611;0.453611;24161.24
2012;9;9;No Tributarios;282.03;0.453611;0.453611;65666.33
2012;9;8;Otros Tributarios;4.24;0.453611;0.453611;987.22
2012;9;7;Sellos y Tasas de Justicia;42.65;0.453611;0.453611;9930.39
2012;9;6;Inmobiliario;21.30;0.453611;0.453611;4959.38
2012;9;5;Automotor;16.42;0.453611;0.453611;3823.14
2012;9;4;Ingresos Brutos;303.38;0.453611;0.453611;70637.35
2012;9;3;Tributarios;387.99;0.453611;0.453611;90337.48
2012;9;2;De Origen Provincial;670.02;0.453611;0.453611;156003.81
2012;9;1;Recursos Corrientes;1297.71;0.453611;0.453611;302151.73
2012;10;55;Resultado Operativo - Amortizacion de la D Consolidada;-60.66;0.457633;0.457633;-13999.61
2012;10;54;Amortizacion de la Deuda Consolidada;48.62;0.457633;0.457633;11220.92
2012;10;53;IX. Resultado Operativo (VIII-IX);-12.04;0.457633;0.457633;-2778.69
2012;10;52;VIII. Egresos Totales (II+V+VI+VII);1425.94;0.457633;0.457633;329090.18
2012;10;51;VII. Ingresos Totales (I+IV);1413.90;0.457633;0.457633;326311.49
2012;10;50;Otros;0.00;0.457633;0.457633;0.00
2012;10;49;Compra de Acciones, Titulos, Valores, Otros;3.00;0.457633;0.457633;692.36
2012;10;48;Prestamos;3.20;0.457633;0.457633;738.52
2012;10;47;Inversion Financiera;6.20;0.457633;0.457633;1430.89
2012;10;46;al Sector Privado;0.00;0.457633;0.457633;0.00
2012;10;45;al Sector Publico+Remesas al IPV;21.90;0.457633;0.457633;5054.26
2012;10;44;Transferencias para financiar Erogaciones de Capital;21.90;0.457633;0.457633;5054.26
2012;10;43;Trabajos Publicos;50.35;0.457633;0.457633;11620.19
2012;10;42;Bienes de Capital;4.43;0.457633;0.457633;1022.39
2012;10;41;VI. Erogaciones de Capital;82.88;0.457633;0.457633;19127.73
2012;10;40;Resto Otros Recursos de Capital;15.13;0.457633;0.457633;3491.83
2012;10;39;Fondo Residual;1.61;0.457633;0.457633;371.57
2012;10;38;Venta de Acciones;0.00;0.457633;0.457633;0.00
2012;10;37;Otros Recursos de Capital;16.74;0.457633;0.457633;3863.40
2012;10;36;Reembolsos de Prestamos;4.87;0.457633;0.457633;1123.94
2012;10;35;Reembolsos de Obras Publicas;0.00;0.457633;0.457633;0.00
2012;10;34;V. Recursos de Capital;21.61;0.457633;0.457633;4987.33
2012;10;33;IV.Resultado Economico Neto de Remesas;49.23;0.457633;0.457633;11361.71
2012;10;32;Remesas EMT;0.00;0.457633;0.457633;0.00
2012;10;31;Remesas ATM;0.00;0.457633;0.457633;0.00
2012;10;30;Resultado Economico con Remesas;49.23;0.457633;0.457633;11361.71
2012;10;29;Otras Erogaciones Corrientes;0.46;0.457633;0.457633;106.16
2012;10;28;Otras Transferencias;182.03;0.457633;0.457633;42010.38
2012;10;27;Municipios;197.65;0.457633;0.457633;45615.30
2012;10;26;Transferencias a Municipios y Otros;379.68;0.457633;0.457633;87625.68
2012;10;25;Intereses y Gastos de la Deuda;25.55;0.457633;0.457633;5896.64
2012;10;24;Otros Servicios;125.66;0.457633;0.457633;29000.85
2012;10;23;Bienes Corrientes;53.68;0.457633;0.457633;12388.71
2012;10;22;Locaciones de Servicio;12.97;0.457633;0.457633;2993.32
2012;10;21;Personal;745.06;0.457633;0.457633;171951.09
2012;10;20;Erogaciones Corrientes;1343.06;0.457633;0.457633;309962.45
2012;10;19;Aportes no Reintegrables;61.82;0.457633;0.457633;14267.33
2012;10;18;Coparticipacion Vial;5.73;0.457633;0.457633;1322.42
2012;10;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;14.28;0.457633;0.457633;3295.66
2012;10;16;Regimenes Especiales Nacionales s/Financ. Educativo;108.68;0.457633;0.457633;25082.07
2012;10;15;Coparticipacion Federal + Financ. Educativo;540.48;0.457633;0.457633;124736.43
2012;10;14;De Origen Nacional;730.99;0.457633;0.457633;168703.90
2012;10;13;Otros no Tributarios;105.86;0.457633;0.457633;24431.24
2012;10;12;Remesas del Instituto de Juegos y Casino;2.18;0.457633;0.457633;503.12
2012;10;11;Tasas Retributivas de Servicios;29.38;0.457633;0.457633;6780.56
2012;10;10;Regalias;97.65;0.457633;0.457633;22536.47
2012;10;9;No Tributarios;235.07;0.457633;0.457633;54251.39
2012;10;8;Otros Tributarios;2.19;0.457633;0.457633;505.43
2012;10;7;Sellos y Tasas de Justicia;37.92;0.457633;0.457633;8751.49
2012;10;6;Inmobiliario;9.83;0.457633;0.457633;2268.65
2012;10;5;Automotor;15.50;0.457633;0.457633;3577.22
2012;10;4;Ingresos Brutos;360.79;0.457633;0.457633;83266.09
2012;10;3;Tributarios;426.23;0.457633;0.457633;98368.87
2012;10;2;De Origen Provincial;661.30;0.457633;0.457633;152620.26
2012;10;1;Recursos Corrientes;1392.29;0.457633;0.457633;321324.16
2012;11;55;Resultado Operativo - Amortizacion de la D Consolidada;-13.57;0.461523;0.461523;-3105.40
2012;11;54;Amortizacion de la Deuda Consolidada;28.74;0.461523;0.461523;6576.95
2012;11;53;IX. Resultado Operativo (VIII-IX);15.17;0.461523;0.461523;3471.55
2012;11;52;VIII. Egresos Totales (II+V+VI+VII);1391.34;0.461523;0.461523;318398.44
2012;11;51;VII. Ingresos Totales (I+IV);1406.51;0.461523;0.461523;321869.99
2012;11;50;Otros;0.00;0.461523;0.461523;0.00
2012;11;49;Compra de Acciones, Titulos, Valores, Otros;5.00;0.461523;0.461523;1144.22
2012;11;48;Prestamos;3.30;0.461523;0.461523;755.18
2012;11;47;Inversion Financiera;8.30;0.461523;0.461523;1899.40
2012;11;46;al Sector Privado;0.00;0.461523;0.461523;0.00
2012;11;45;al Sector Publico+Remesas al IPV;3.89;0.461523;0.461523;890.20
2012;11;44;Transferencias para financiar Erogaciones de Capital;3.89;0.461523;0.461523;890.20
2012;11;43;Trabajos Publicos;38.43;0.461523;0.461523;8794.44
2012;11;42;Bienes de Capital;2.12;0.461523;0.461523;485.15
2012;11;41;VI. Erogaciones de Capital;52.74;0.461523;0.461523;12069.18
2012;11;40;Resto Otros Recursos de Capital;10.33;0.461523;0.461523;2363.95
2012;11;39;Fondo Residual;0.58;0.461523;0.461523;132.73
2012;11;38;Venta de Acciones;0.00;0.461523;0.461523;0.00
2012;11;37;Otros Recursos de Capital;10.91;0.461523;0.461523;2496.68
2012;11;36;Reembolsos de Prestamos;2.42;0.461523;0.461523;553.80
2012;11;35;Reembolsos de Obras Publicas;0.00;0.461523;0.461523;0.00
2012;11;34;V. Recursos de Capital;13.33;0.461523;0.461523;3050.48
2012;11;33;IV.Resultado Economico Neto de Remesas;54.58;0.461523;0.461523;12490.25
2012;11;32;Remesas EMT;0.00;0.461523;0.461523;0.00
2012;11;31;Remesas ATM;0.00;0.461523;0.461523;0.00
2012;11;30;Resultado Economico con Remesas;54.58;0.461523;0.461523;12490.25
2012;11;29;Otras Erogaciones Corrientes;0.46;0.461523;0.461523;105.27
2012;11;28;Otras Transferencias;184.17;0.461523;0.461523;42146.02
2012;11;27;Municipios;206.81;0.461523;0.461523;47327.02
2012;11;26;Transferencias a Municipios y Otros;390.98;0.461523;0.461523;89473.04
2012;11;25;Intereses y Gastos de la Deuda;14.22;0.461523;0.461523;3254.15
2012;11;24;Otros Servicios;130.12;0.461523;0.461523;29777.05
2012;11;23;Bienes Corrientes;47.82;0.461523;0.461523;10943.27
2012;11;22;Locaciones de Servicio;14.01;0.461523;0.461523;3206.09
2012;11;21;Personal;740.99;0.461523;0.461523;169570.39
2012;11;20;Erogaciones Corrientes;1338.60;0.461523;0.461523;306329.26
2012;11;19;Aportes no Reintegrables;62.62;0.461523;0.461523;14330.15
2012;11;18;Coparticipacion Vial;5.77;0.461523;0.461523;1320.42
2012;11;17;Ley 25.053 Fdo. Nac. de Incentivo Docente;14.28;0.461523;0.461523;3267.88
2012;11;16;Regimenes Especiales Nacionales s/Financ. Educativo;122.05;0.461523;0.461523;27930.29
2012;11;15;Coparticipacion Federal + Financ. Educativo;522.76;0.461523;0.461523;119629.97
2012;11;14;De Origen Nacional;727.48;0.461523;0.461523;166478.72
2012;11;13;Otros no Tributarios;108.07;0.461523;0.461523;24731.06
2012;11;12;Remesas del Instituto de Juegos y Casino;2.49;0.461523;0.461523;569.82
2012;11;11;Tasas Retributivas de Servicios;28.09;0.461523;0.461523;6428.20
2012;11;10;Regalias;103.88;0.461523;0.461523;23772.21
2012;11;9;No Tributarios;242.53;0.461523;0.461523;55501.30
2012;11;8;Otros Tributarios;1.42;0.461523;0.461523;324.96
2012;11;7;Sellos y Tasas de Justicia;43.26;0.461523;0.461523;9899.75
2012;11;6;Inmobiliario;21.99;0.461523;0.461523;5032.26
2012;11;5;Automotor;13.37;0.461523;0.461523;3059.63
2012;11;4;Ingresos Brutos;343.13;0.461523;0.461523;78522.90
2012;11;3;Tributarios;423.17;0.461523;0.461523;96839.50
2012;11;2;De Origen Provincial;665.70;0.461523;0.461523;152340.80
2012;11;1;Recursos Corrientes;1393.18;0.461523;0.461523;318819.51
2012;12;55;Resultado Operativo - Amortizacion de la D Consolidada;-1418.84;0.465749;0.465749;-321745.52
2012;12;54;Amortizacion de la Deuda Consolidada;53.88;0.465749;0.465749;12218.18
2012;12;53;IX. Resultado Operativo (VIII-IX);-1364.96;0.465749;0.465749;-309527.33
2012;12;52;VIII. Egresos Totales (II+V+VI+VII);2975.95;0.465749;0.465749;674846.05
2012;12;51;VII. Ingresos Totales (I+IV);1610.99;0.465749;0.465749;365318.72
2012;12;50;Otros;0.00;0.465749;0.465749;0.00
2012;12;49;Compra de Acciones, Titulos, Valores, Otros;13.30;0.465749;0.465749;3016.00
2012;12;48;Prestamos;3.42;0.465749;0.465749;775.54
2012;12;47;Inversion Financiera;16.72;0.465749;0.465749;3791.54
