,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
2312,2312,37,blue-collar,single,secondary,no,336,yes,no,unknown,12,may,152,5,-1,0,unknown,no
2313,2313,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
2314,2314,36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no
2315,2315,45,services,single,secondary,no,141,yes,no,unknown,12,may,111,4,-1,0,unknown,no
2316,2316,48,blue-collar,married,primary,no,762,yes,no,unknown,12,may,81,4,-1,0,unknown,no
2317,2317,22,housemaid,single,secondary,no,650,yes,no,unknown,12,may,181,4,-1,0,unknown,no
2318,2318,46,admin.,married,secondary,no,250,no,no,unknown,13,may,85,2,-1,0,unknown,no
2319,2319,39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,-1,0,unknown,no
2320,2320,56,admin.,married,secondary,no,11,no,no,unknown,13,may,42,3,-1,0,unknown,no
2321,2321,35,management,divorced,tertiary,no,36,yes,no,unknown,13,may,182,6,-1,0,unknown,no
2322,2322,45,blue-collar,married,primary,no,333,yes,no,unknown,13,may,160,3,-1,0,unknown,no
2323,2323,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
2324,2324,32,admin.,single,tertiary,no,594,yes,no,unknown,13,may,134,2,-1,0,unknown,no
2325,2325,52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,-1,0,unknown,no
2326,2326,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no
2327,2327,22,blue-collar,single,primary,no,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,no
2328,2328,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
2329,2329,44,technician,single,tertiary,no,166,yes,no,unknown,13,may,267,3,-1,0,unknown,no
2330,2330,31,blue-collar,married,secondary,no,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
2331,2331,28,blue-collar,married,secondary,no,-95,yes,no,unknown,13,may,200,1,-1,0,unknown,no
2332,2332,23,technician,single,secondary,no,158,yes,no,unknown,13,may,139,1,-1,0,unknown,no
2333,2333,26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,-1,0,unknown,no
2334,2334,31,admin.,single,secondary,no,296,yes,no,unknown,13,may,161,1,-1,0,unknown,no
2335,2335,27,admin.,single,secondary,no,-541,yes,yes,unknown,13,may,153,1,-1,0,unknown,no
2336,2336,34,services,single,secondary,no,23,no,no,unknown,13,may,109,1,-1,0,unknown,no
2337,2337,25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,-1,0,unknown,no
2338,2338,25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown,no
2339,2339,22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,no
2340,2340,37,blue-collar,divorced,secondary,no,178,yes,no,unknown,13,may,71,1,-1,0,unknown,no
2341,2341,26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,-1,0,unknown,no
2342,2342,32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,may,518,1,-1,0,unknown,no
2343,2343,26,technician,single,secondary,no,24299,yes,no,unknown,13,may,704,1,-1,0,unknown,no
2344,2344,27,blue-collar,single,secondary,no,181,no,no,unknown,13,may,147,1,-1,0,unknown,no
2345,2345,22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown,no
2346,2346,32,technician,married,secondary,no,175,yes,no,unknown,13,may,142,1,-1,0,unknown,no
2347,2347,33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown,yes
2348,2348,34,admin.,married,secondary,no,3185,yes,no,unknown,13,may,520,1,-1,0,unknown,no
2349,2349,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,-1,0,unknown,no
2350,2350,28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,no
2351,2351,37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,3,-1,0,unknown,no
2352,2352,45,blue-collar,married,primary,no,323,yes,no,unknown,13,may,276,2,-1,0,unknown,no
2353,2353,31,management,married,tertiary,no,334,yes,no,unknown,13,may,449,1,-1,0,unknown,no
2354,2354,48,entrepreneur,married,secondary,no,86,yes,no,unknown,13,may,98,1,-1,0,unknown,no
2355,2355,24,admin.,single,secondary,no,845,yes,no,unknown,13,may,105,1,-1,0,unknown,no
2356,2356,24,technician,single,secondary,no,-126,yes,yes,unknown,13,may,382,2,-1,0,unknown,no
2357,2357,45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no
2358,2358,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no
2359,2359,24,technician,single,secondary,no,-192,yes,no,unknown,13,may,125,1,-1,0,unknown,no
2360,2360,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
2361,2361,34,blue-collar,single,primary,no,2146,yes,no,unknown,13,may,138,1,-1,0,unknown,no
2362,2362,30,technician,single,tertiary,no,-522,yes,no,unknown,13,may,375,1,-1,0,unknown,no
2363,2363,21,student,single,secondary,no,99,yes,no,unknown,13,may,49,1,-1,0,unknown,no
2364,2364,42,blue-collar,married,secondary,no,-1664,yes,no,unknown,13,may,169,1,-1,0,unknown,no
2365,2365,32,unemployed,married,secondary,yes,2,yes,no,unknown,13,may,178,2,-1,0,unknown,no
2366,2366,40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
2367,2367,33,management,single,tertiary,no,168,yes,no,unknown,13,may,155,1,-1,0,unknown,no
2368,2368,32,technician,married,primary,no,62,yes,yes,unknown,13,may,120,1,-1,0,unknown,no
2369,2369,25,admin.,single,secondary,no,768,yes,no,unknown,13,may,203,1,-1,0,unknown,no
2370,2370,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
2371,2371,37,admin.,married,secondary,no,36,yes,no,unknown,13,may,428,1,-1,0,unknown,no
2372,2372,29,blue-collar,married,primary,no,0,yes,no,unknown,13,may,53,1,-1,0,unknown,no
2373,2373,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,no
2374,2374,46,services,divorced,primary,no,91,yes,no,unknown,13,may,215,1,-1,0,unknown,no
2375,2375,32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,-1,0,unknown,no
2376,2376,30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,no
2377,2377,38,management,married,tertiary,no,119,yes,no,unknown,13,may,568,4,-1,0,unknown,yes
2378,2378,22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,no
2379,2379,22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,no
2380,2380,32,services,single,secondary,no,-121,yes,yes,unknown,13,may,272,1,-1,0,unknown,no
2381,2381,36,blue-collar,married,secondary,no,-195,yes,no,unknown,13,may,229,1,-1,0,unknown,no
2382,2382,30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,-1,0,unknown,no
2383,2383,26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,1,-1,0,unknown,no
2384,2384,41,blue-collar,divorced,primary,yes,210,yes,no,unknown,13,may,383,1,-1,0,unknown,no
2385,2385,42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,-1,0,unknown,no
2386,2386,45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown,no
2387,2387,24,services,single,secondary,yes,-122,yes,no,unknown,13,may,1000,1,-1,0,unknown,yes
2388,2388,54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,yes
2389,2389,33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,1,-1,0,unknown,no
2390,2390,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,-1,0,unknown,no
2391,2391,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
2392,2392,34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,-1,0,unknown,no
2393,2393,28,admin.,single,secondary,no,296,yes,no,unknown,13,may,218,1,-1,0,unknown,no
2394,2394,31,technician,single,tertiary,no,279,yes,no,unknown,13,may,198,1,-1,0,unknown,no
2395,2395,53,services,married,secondary,no,367,yes,yes,unknown,13,may,284,2,-1,0,unknown,no
2396,2396,20,blue-collar,single,secondary,no,129,yes,yes,unknown,13,may,190,1,-1,0,unknown,no
2397,2397,47,retired,married,primary,yes,-13,no,no,unknown,13,may,295,1,-1,0,unknown,no
2398,2398,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,-1,0,unknown,no
2399,2399,24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
2400,2400,23,admin.,single,secondary,no,5,yes,no,unknown,13,may,93,1,-1,0,unknown,no
2401,2401,27,blue-collar,single,secondary,no,71,yes,no,unknown,13,may,174,1,-1,0,unknown,no
2402,2402,23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,no
2403,2403,30,blue-collar,married,secondary,no,173,yes,no,unknown,13,may,217,1,-1,0,unknown,no
2404,2404,34,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,2231,1,-1,0,unknown,yes
2405,2405,55,blue-collar,divorced,primary,no,39,yes,no,unknown,13,may,343,1,-1,0,unknown,no
2406,2406,57,management,married,primary,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no
2407,2407,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,-1,0,unknown,no
2408,2408,20,services,single,secondary,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,no
2409,2409,30,services,married,secondary,yes,-846,yes,no,unknown,13,may,117,1,-1,0,unknown,no
2410,2410,41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
2411,2411,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,no
2412,2412,31,admin.,divorced,secondary,no,253,yes,no,unknown,13,may,289,2,-1,0,unknown,no
2413,2413,39,management,single,tertiary,no,595,yes,no,unknown,13,may,427,1,-1,0,unknown,no
2414,2414,28,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,170,1,-1,0,unknown,no
2415,2415,44,blue-collar,married,primary,no,353,yes,no,unknown,13,may,705,1,-1,0,unknown,no
2416,2416,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
2417,2417,28,blue-collar,married,unknown,no,52,yes,no,unknown,13,may,226,1,-1,0,unknown,no
2418,2418,51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,no
2419,2419,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
2420,2420,24,technician,single,tertiary,no,596,yes,no,unknown,13,may,451,1,-1,0,unknown,no
2421,2421,29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,may,174,1,-1,0,unknown,no
2422,2422,50,management,married,primary,no,478,no,no,unknown,13,may,126,5,-1,0,unknown,no
2423,2423,21,blue-collar,single,secondary,no,614,yes,no,unknown,13,may,243,3,-1,0,unknown,no
2424,2424,29,blue-collar,single,secondary,no,783,yes,no,unknown,13,may,166,1,-1,0,unknown,no
2425,2425,26,blue-collar,single,secondary,no,401,yes,no,unknown,13,may,373,1,-1,0,unknown,no
2426,2426,26,admin.,single,secondary,no,92,yes,no,unknown,13,may,259,1,-1,0,unknown,no
2427,2427,21,blue-collar,single,secondary,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,no
2428,2428,23,blue-collar,single,primary,no,2594,yes,no,unknown,13,may,193,1,-1,0,unknown,no
2429,2429,25,services,single,secondary,no,382,yes,no,unknown,13,may,392,1,-1,0,unknown,no
2430,2430,40,blue-collar,married,primary,no,-166,yes,no,unknown,13,may,136,1,-1,0,unknown,no
2431,2431,39,admin.,divorced,secondary,no,-141,yes,no,unknown,13,may,148,1,-1,0,unknown,no
2432,2432,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,-1,0,unknown,no
2433,2433,26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
2434,2434,57,technician,married,secondary,no,0,no,no,unknown,13,may,44,1,-1,0,unknown,no
2435,2435,61,retired,married,primary,no,1060,yes,no,unknown,13,may,118,1,-1,0,unknown,no
2436,2436,34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276,1,-1,0,unknown,no
2437,2437,47,unemployed,married,secondary,no,955,yes,no,unknown,13,may,47,1,-1,0,unknown,no
2438,2438,31,self-employed,married,secondary,no,263,yes,no,unknown,13,may,150,2,-1,0,unknown,no
2439,2439,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no
2440,2440,33,technician,single,tertiary,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,no
2441,2441,27,technician,married,secondary,no,232,yes,yes,unknown,13,may,1167,1,-1,0,unknown,no
2442,2442,41,unemployed,married,primary,no,1483,yes,no,unknown,13,may,227,1,-1,0,unknown,no
2443,2443,58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,no
2444,2444,45,management,married,tertiary,no,0,yes,yes,unknown,13,may,147,1,-1,0,unknown,no
2445,2445,49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,no
2446,2446,42,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,93,1,-1,0,unknown,no
2447,2447,52,blue-collar,married,secondary,no,148,yes,no,unknown,13,may,83,1,-1,0,unknown,no
2448,2448,52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,no
2449,2449,49,retired,married,primary,no,2665,yes,no,unknown,13,may,67,1,-1,0,unknown,no
2450,2450,59,retired,married,secondary,no,1875,yes,no,unknown,13,may,77,1,-1,0,unknown,no
2451,2451,54,management,married,primary,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,no
2452,2452,46,blue-collar,married,secondary,no,1934,yes,no,unknown,13,may,20,1,-1,0,unknown,no
2453,2453,44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,no
2454,2454,26,services,married,secondary,no,380,yes,no,unknown,13,may,260,3,-1,0,unknown,no
2455,2455,46,blue-collar,married,secondary,no,2485,yes,no,unknown,13,may,174,4,-1,0,unknown,no
2456,2456,59,retired,married,primary,no,5521,yes,yes,unknown,13,may,94,1,-1,0,unknown,no
2457,2457,43,blue-collar,married,unknown,no,24,yes,no,unknown,13,may,23,2,-1,0,unknown,no
2458,2458,50,blue-collar,married,secondary,no,160,yes,no,unknown,13,may,334,1,-1,0,unknown,no
2459,2459,26,blue-collar,single,secondary,no,-204,yes,no,unknown,13,may,609,2,-1,0,unknown,no
2460,2460,54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,no
2461,2461,44,technician,divorced,secondary,no,181,no,no,unknown,13,may,302,1,-1,0,unknown,no
2462,2462,36,admin.,divorced,secondary,no,307,yes,no,unknown,13,may,121,2,-1,0,unknown,no
2463,2463,51,services,married,unknown,no,193,yes,no,unknown,13,may,202,3,-1,0,unknown,no
2464,2464,59,retired,married,secondary,no,3382,yes,no,unknown,13,may,806,1,-1,0,unknown,no
2465,2465,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
2466,2466,41,services,married,secondary,no,-111,yes,no,unknown,13,may,21,1,-1,0,unknown,no
2467,2467,43,blue-collar,married,unknown,no,3373,yes,no,unknown,13,may,156,1,-1,0,unknown,no
2468,2468,40,self-employed,married,primary,no,92,yes,no,unknown,13,may,92,1,-1,0,unknown,no
2469,2469,32,technician,married,tertiary,no,463,yes,no,unknown,13,may,128,2,-1,0,unknown,no
2470,2470,55,technician,married,unknown,no,1192,yes,no,unknown,13,may,481,1,-1,0,unknown,no
2471,2471,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,no
2472,2472,30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,no
2473,2473,47,admin.,married,secondary,no,3960,yes,no,unknown,13,may,110,1,-1,0,unknown,no
2474,2474,23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,2,-1,0,unknown,yes
2475,2475,44,blue-collar,married,primary,no,23,yes,no,unknown,13,may,135,1,-1,0,unknown,no
2476,2476,45,technician,married,secondary,no,639,yes,no,unknown,13,may,192,1,-1,0,unknown,no
2477,2477,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
2478,2478,41,technician,divorced,secondary,no,225,yes,yes,unknown,13,may,139,1,-1,0,unknown,no
2479,2479,59,management,divorced,primary,no,13308,yes,no,unknown,13,may,131,1,-1,0,unknown,no
2480,2480,29,services,single,primary,no,95,yes,no,unknown,13,may,266,2,-1,0,unknown,no
2481,2481,48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,-1,0,unknown,no
2482,2482,49,management,married,tertiary,no,400,yes,no,unknown,13,may,122,1,-1,0,unknown,no
2483,2483,60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes
2484,2484,45,management,married,tertiary,no,849,no,no,unknown,13,may,60,1,-1,0,unknown,no
2485,2485,48,management,married,tertiary,no,1949,yes,no,unknown,13,may,683,2,-1,0,unknown,yes
2486,2486,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes
2487,2487,48,management,married,tertiary,no,618,no,no,unknown,13,may,149,1,-1,0,unknown,no
2488,2488,54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,-1,0,unknown,no
2489,2489,44,technician,married,tertiary,no,0,yes,yes,unknown,13,may,127,2,-1,0,unknown,no
2490,2490,46,blue-collar,single,primary,no,355,yes,no,unknown,13,may,320,1,-1,0,unknown,no
2491,2491,52,admin.,divorced,secondary,no,131,yes,yes,unknown,13,may,145,1,-1,0,unknown,no
2492,2492,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
2493,2493,52,services,divorced,secondary,no,1635,yes,no,unknown,13,may,730,1,-1,0,unknown,no
2494,2494,46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,no
2495,2495,54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no
2496,2496,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,no
2497,2497,46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no
2498,2498,48,services,divorced,primary,no,189,yes,no,unknown,13,may,768,1,-1,0,unknown,no
2499,2499,43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
2500,2500,50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no
2501,2501,44,blue-collar,married,secondary,no,476,yes,no,unknown,13,may,473,1,-1,0,unknown,no
2502,2502,43,unemployed,divorced,secondary,no,4478,yes,no,unknown,13,may,133,1,-1,0,unknown,no
2503,2503,51,admin.,single,secondary,no,3132,no,no,unknown,13,may,459,1,-1,0,unknown,no
2504,2504,59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no
2505,2505,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no
2506,2506,35,admin.,single,secondary,no,414,yes,no,unknown,13,may,386,2,-1,0,unknown,no
2507,2507,36,blue-collar,married,secondary,no,1165,yes,no,unknown,13,may,1001,4,-1,0,unknown,yes
2508,2508,32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,no
2509,2509,41,blue-collar,married,secondary,no,196,yes,no,unknown,13,may,488,1,-1,0,unknown,no
2510,2510,47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
2511,2511,45,services,married,secondary,no,350,yes,yes,unknown,13,may,146,1,-1,0,unknown,no
2512,2512,45,blue-collar,married,secondary,no,8680,yes,no,unknown,13,may,503,1,-1,0,unknown,no
2513,2513,45,entrepreneur,divorced,tertiary,no,0,yes,no,unknown,13,may,170,1,-1,0,unknown,no
2514,2514,29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no
2515,2515,36,management,married,tertiary,no,125,yes,no,unknown,13,may,355,1,-1,0,unknown,no
2516,2516,37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,no
2517,2517,44,admin.,married,secondary,no,1362,yes,no,unknown,13,may,46,1,-1,0,unknown,no
2518,2518,56,retired,married,secondary,no,296,yes,no,unknown,13,may,128,1,-1,0,unknown,no
2519,2519,52,management,married,unknown,no,2240,yes,no,unknown,13,may,845,1,-1,0,unknown,yes
2520,2520,57,management,married,secondary,no,1026,yes,no,unknown,13,may,52,2,-1,0,unknown,no
2521,2521,54,services,married,secondary,no,1301,yes,no,unknown,13,may,173,1,-1,0,unknown,no
2522,2522,49,entrepreneur,married,primary,no,199,no,no,unknown,13,may,113,2,-1,0,unknown,no
2523,2523,24,blue-collar,single,unknown,no,11,yes,no,unknown,13,may,109,2,-1,0,unknown,no
2524,2524,42,self-employed,married,tertiary,no,5,yes,no,unknown,13,may,853,1,-1,0,unknown,no
2525,2525,40,management,married,tertiary,no,373,yes,yes,unknown,13,may,518,1,-1,0,unknown,no
2526,2526,25,management,single,tertiary,no,1270,yes,no,unknown,13,may,124,2,-1,0,unknown,no
2527,2527,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
2528,2528,53,retired,married,secondary,no,-27,no,no,unknown,13,may,209,9,-1,0,unknown,no
2529,2529,40,admin.,divorced,secondary,no,221,yes,no,unknown,13,may,154,2,-1,0,unknown,no
2530,2530,27,services,single,secondary,no,331,yes,no,unknown,13,may,203,2,-1,0,unknown,no
2531,2531,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
2532,2532,56,self-employed,married,secondary,no,123,no,no,unknown,13,may,81,1,-1,0,unknown,no
2533,2533,45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,-1,0,unknown,no
2534,2534,27,blue-collar,married,secondary,no,0,yes,no,unknown,13,may,296,1,-1,0,unknown,no
2535,2535,53,retired,married,tertiary,no,1691,no,no,unknown,13,may,916,2,-1,0,unknown,no
2536,2536,34,technician,single,tertiary,no,2,yes,no,unknown,13,may,60,2,-1,0,unknown,no
2537,2537,44,admin.,single,unknown,no,3,yes,no,unknown,13,may,443,1,-1,0,unknown,no
2538,2538,46,blue-collar,married,primary,no,399,yes,no,unknown,13,may,353,1,-1,0,unknown,no
2539,2539,53,retired,single,secondary,no,1421,yes,no,unknown,13,may,225,2,-1,0,unknown,no
2540,2540,26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,-1,0,unknown,no
2541,2541,31,admin.,single,secondary,no,150,yes,yes,unknown,13,may,431,2,-1,0,unknown,no
2542,2542,35,services,married,secondary,no,-371,yes,no,unknown,13,may,358,2,-1,0,unknown,no
2543,2543,43,technician,married,secondary,no,1916,yes,no,unknown,13,may,565,2,-1,0,unknown,no
2544,2544,47,blue-collar,married,primary,no,300,yes,no,unknown,13,may,103,3,-1,0,unknown,no
2545,2545,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,-1,0,unknown,yes
2546,2546,57,retired,married,tertiary,no,3571,no,no,unknown,13,may,708,2,-1,0,unknown,no
2547,2547,41,blue-collar,married,primary,no,1135,yes,no,unknown,13,may,265,1,-1,0,unknown,no
2548,2548,55,admin.,divorced,unknown,no,789,yes,no,unknown,13,may,434,2,-1,0,unknown,no
2549,2549,51,admin.,divorced,secondary,no,2195,yes,no,unknown,13,may,59,1,-1,0,unknown,no
2550,2550,27,blue-collar,single,secondary,no,1311,yes,no,unknown,13,may,805,2,-1,0,unknown,no
2551,2551,53,management,married,secondary,yes,-689,yes,no,unknown,13,may,242,1,-1,0,unknown,no
2552,2552,39,admin.,single,secondary,no,14,yes,yes,unknown,13,may,19,9,-1,0,unknown,no
2553,2553,35,admin.,married,secondary,no,56,yes,no,unknown,13,may,93,6,-1,0,unknown,no
2554,2554,28,technician,single,secondary,no,26765,no,no,unknown,13,may,210,8,-1,0,unknown,no
2555,2555,29,blue-collar,divorced,unknown,no,17,yes,no,unknown,13,may,31,2,-1,0,unknown,no
2556,2556,51,technician,married,secondary,no,463,yes,no,unknown,13,may,213,5,-1,0,unknown,no
2557,2557,46,admin.,single,secondary,no,751,yes,no,unknown,13,may,104,2,-1,0,unknown,no
2558,2558,50,unemployed,married,secondary,no,3478,yes,no,unknown,13,may,342,3,-1,0,unknown,no
2559,2559,56,entrepreneur,married,unknown,no,88,yes,no,unknown,13,may,172,2,-1,0,unknown,no
2560,2560,28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160,3,-1,0,unknown,no
2561,2561,51,management,married,tertiary,no,36,yes,no,unknown,13,may,535,2,-1,0,unknown,no
2562,2562,54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,-1,0,unknown,no
2563,2563,47,blue-collar,married,primary,no,113,yes,no,unknown,13,may,276,1,-1,0,unknown,no
2564,2564,49,self-employed,married,secondary,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
2565,2565,46,blue-collar,divorced,primary,no,274,yes,no,unknown,13,may,20,1,-1,0,unknown,no
2566,2566,41,management,married,tertiary,no,0,yes,no,unknown,13,may,161,1,-1,0,unknown,no
2567,2567,45,admin.,married,secondary,no,985,yes,no,unknown,13,may,390,1,-1,0,unknown,no
2568,2568,31,blue-collar,married,primary,no,81,yes,no,unknown,13,may,245,4,-1,0,unknown,no
2569,2569,53,admin.,divorced,secondary,no,592,yes,no,unknown,13,may,151,1,-1,0,unknown,no
2570,2570,60,admin.,divorced,unknown,no,791,yes,no,unknown,13,may,144,1,-1,0,unknown,no
2571,2571,55,retired,married,secondary,no,708,yes,no,unknown,13,may,901,2,-1,0,unknown,no
2572,2572,54,technician,divorced,secondary,no,51,yes,no,unknown,13,may,123,1,-1,0,unknown,no
2573,2573,46,blue-collar,married,primary,no,0,yes,no,unknown,13,may,204,3,-1,0,unknown,no
2574,2574,41,technician,single,unknown,no,356,yes,no,unknown,13,may,93,2,-1,0,unknown,no
2575,2575,34,admin.,married,secondary,no,34,yes,no,unknown,13,may,188,3,-1,0,unknown,no
2576,2576,51,technician,married,secondary,no,12061,yes,no,unknown,13,may,332,1,-1,0,unknown,no
2577,2577,31,admin.,single,secondary,no,513,yes,no,unknown,13,may,180,1,-1,0,unknown,no
2578,2578,55,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no
2579,2579,44,management,married,tertiary,no,126,yes,no,unknown,13,may,92,1,-1,0,unknown,no
2580,2580,25,services,single,secondary,no,54,yes,no,unknown,13,may,318,2,-1,0,unknown,no
2581,2581,36,blue-collar,married,secondary,no,373,yes,no,unknown,13,may,94,1,-1,0,unknown,no
2582,2582,33,blue-collar,married,secondary,no,304,yes,no,unknown,13,may,139,2,-1,0,unknown,no
2583,2583,46,blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
2584,2584,43,blue-collar,divorced,primary,no,42,no,no,unknown,13,may,188,1,-1,0,unknown,no
